# metadata_file
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_5/GRAS-COLVAR.metadynLog 0.25 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_6/GRAS-COLVAR.metadynLog 0.3 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_7/GRAS-COLVAR.metadynLog 0.35 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_8/GRAS-COLVAR.metadynLog 0.4 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_9/GRAS-COLVAR.metadynLog 0.45 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_10/GRAS-COLVAR.metadynLog 0.5 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_11/GRAS-COLVAR.metadynLog 0.55 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_12/GRAS-COLVAR.metadynLog 0.6 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_13/GRAS-COLVAR.metadynLog 0.65 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_14/GRAS-COLVAR.metadynLog 0.7 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_15/GRAS-COLVAR.metadynLog 0.75 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_16/GRAS-COLVAR.metadynLog 0.8 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_17/GRAS-COLVAR.metadynLog 0.85 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_18/GRAS-COLVAR.metadynLog 0.9 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_19/GRAS-COLVAR.metadynLog 0.95 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_20/GRAS-COLVAR.metadynLog 1 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_21/GRAS-COLVAR.metadynLog 1.05 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_22/GRAS-COLVAR.metadynLog 1.1 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_23/GRAS-COLVAR.metadynLog 1.15 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_24/GRAS-COLVAR.metadynLog 1.2 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_25/GRAS-COLVAR.metadynLog 1.25 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_26/GRAS-COLVAR.metadynLog 1.3 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_27/GRAS-COLVAR.metadynLog 1.35 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_28/GRAS-COLVAR.metadynLog 1.4 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_29/GRAS-COLVAR.metadynLog 1.45 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/graphene_I_CV/us_30/GRAS-COLVAR.metadynLog 1.5 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_20/BNS-COLVAR.metadynLog 1.01176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_21/BNS-COLVAR.metadynLog 1.06176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_22/BNS-COLVAR.metadynLog 1.11176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_23/BNS-COLVAR.metadynLog 1.16176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_24/BNS-COLVAR.metadynLog 1.21176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_25/BNS-COLVAR.metadynLog 1.26176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_26/BNS-COLVAR.metadynLog 1.31176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_27/BNS-COLVAR.metadynLog 1.36176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_28/BNS-COLVAR.metadynLog 1.41176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_29/BNS-COLVAR.metadynLog 1.46176 836.8
/project/pr66/gtocci/MEMBRANES/AIMD_US_IONS_GRA/iodide/calculate_free_energies/hbn_I_CV/us_30/BNS-COLVAR.metadynLog 1.51176 836.8
